11,5,7,8,0,139.41865803758117,0.0,-----,
5,5,10,11,0,140.44361217228786,0.0,-----,
25,30,12,19,0,169.06132498002017,0.0,-----,
27,6,1,3,0,172.33453431045098,0.0,-----,
43,14,12,2,0,173.46182168996154,0.0,-----,
7,6,20,30,0,177.50196711304355,0.0,-----,
1,45,21,2,0,185.51870727503464,0.0,-----,
30,39,11,10,0,192.4769499862256,0.0,-----,
34,3,5,20,0,201.1157478070775,0.0,-----,
7,11,16,24,0,206.24493060436666,0.0,-----,
28,3,22,6,0,207.68093022952303,0.0,-----,
25,1,34,8,0,208.59015632574798,0.0,-----,
19,8,20,7,0,209.0459865675493,0.0,-----,
2,19,4,31,0,212.9670218695843,0.0,-----,
3,41,10,33,0,213.64336457049163,0.0,-----,
9,44,9,35,0,216.587222210822,0.0,-----,
8,21,11,31,0,217.25102899641237,0.0,-----,
13,6,35,1,0,219.8485421398104,0.0,-----,
6,12,25,18,0,224.3946826932403,0.0,-----,
26,30,7,41,0,226.7730399231796,0.0,-----,
4,1,18,5,0,229.37002747525665,0.0,-----,
7,25,37,12,0,229.4761001956413,0.0,-----,
10,18,22,11,0,233.11173071297804,0.0,-----,
21,8,17,3,0,234.73756537035143,0.0,-----,
41,18,3,10,0,239.84085410955322,0.0,-----,
19,4,19,1,0,245.3320883129641,0.0,-----,
12,14,25,43,0,245.5278311230725,0.0,-----,
13,24,10,13,0,251.92678311168106,0.0,-----,
8,9,44,37,0,253.88771593166933,0.0,-----,
22,29,11,21,0,256.21733980353474,0.0,-----,
20,36,7,19,0,258.8626248437576,0.0,-----,
21,5,8,18,0,260.04220968142846,0.0,-----,
5,24,25,13,0,262.470767324668,0.0,-----,
24,4,23,19,0,279.7982455716976,0.0,-----,
31,7,4,35,0,279.91203722598283,0.0,-----,
4,8,32,35,0,280.3339454935845,0.0,-----,
37,9,15,25,0,282.16851579153905,0.0,-----,
27,33,4,6,0,282.7559788156565,0.0,-----,
30,31,25,21,0,283.55441328958364,0.0,-----,
25,23,14,7,0,286.31366802861504,0.0,-----,
41,7,29,13,0,287.787042705192,0.0,-----,
33,25,19,41,0,288.03531936899685,0.0,-----,
4,29,17,6,0,291.1291536414723,0.0,-----,
10,43,39,41,0,292.8592889511958,0.0,-----,
15,4,7,18,0,293.5996225201933,0.0,-----,
21,27,19,22,0,296.61275781732655,0.0,-----,
8,17,22,32,0,299.1041980648215,0.0,-----,
37,7,39,15,0,299.5615272043458,0.0,-----,
27,34,20,11,0,303.7803953862066,0.0,-----,
10,32,44,20,0,308.8760009146065,0.0,-----,
38,16,14,9,0,310.7931204193555,0.0,-----,
37,7,24,28,0,312.8670943531774,0.0,-----,
7,36,18,45,0,317.04299305299276,0.0,-----,
32,37,8,29,0,323.4813616207277,0.0,-----,
17,30,31,44,0,328.1513025663619,0.0,-----,
20,35,24,21,0,331.9177771738055,0.0,-----,
26,17,36,19,0,331.99222374025567,0.0,-----,
8,5,43,38,0,333.9294012871583,0.0,-----,
25,14,38,30,0,336.0504962055554,0.0,-----,
23,16,23,6,0,340.7565941900465,0.0,-----,
20,13,42,5,0,341.44555440655546,0.0,-----,
24,40,39,6,0,341.5310262274864,0.0,-----,
10,31,13,38,0,343.53175347993664,0.0,-----,
36,27,19,32,0,346.80529893443094,0.0,-----,
40,9,24,26,0,346.95897818618266,0.0,-----,
20,23,45,13,0,350.9262850286367,0.0,-----,
18,21,20,34,0,355.5620705305896,0.0,-----,
11,42,16,32,0,355.8126095643604,0.0,-----,
30,17,21,17,0,356.6722006604944,0.0,-----,
18,19,42,4,0,358.8490741300582,0.0,-----,
13,4,23,17,0,368.43675187065685,0.0,-----,
17,26,23,22,0,372.44462715415835,0.0,-----,
16,45,19,40,0,375.73954513199703,0.0,-----,
8,45,45,46,0,377.67116290365624,0.0,-----,
33,32,25,27,0,382.69645361434954,0.0,-----,
42,41,22,29,0,389.36573593602196,0.0,-----,
4,40,24,26,0,393.73564586026504,0.0,-----,
22,28,17,18,0,394.2879947766607,0.0,-----,
31,46,41,30,0,397.8277764510669,0.0,-----,
11,26,35,40,0,400.5776249367904,0.0,-----,
45,40,27,8,0,401.4370108609818,0.0,-----,
27,28,33,32,0,404.91407358105005,0.0,-----,
33,38,29,24,0,405.85348541684345,0.0,-----,
42,31,16,29,0,406.0722370822709,0.0,-----,
17,44,35,36,0,414.7537653849571,0.0,-----,
17,23,24,37,0,417.05350207017807,0.0,-----,
35,20,46,6,0,418.76114552451014,0.0,-----,
18,8,43,38,0,421.2873390027286,0.0,-----,
26,44,37,17,0,423.3225838400309,0.0,-----,
23,22,38,26,0,423.3633880533365,0.0,-----,
37,41,23,18,0,429.37438843158776,0.0,-----,
39,40,39,23,0,430.7278919039258,0.0,-----,
36,43,42,20,0,437.2464880362105,0.0,-----,
46,6,23,21,0,454.58062675503453,0.0,-----,
44,18,38,45,0,462.9349078747465,0.0,-----,
41,42,38,13,0,476.3339723439848,0.0,-----,
32,38,45,42,0,480.62025312714405,0.0,-----,
42,15,40,24,0,496.01234379801474,0.0,-----,
40,5,36,40,0,501.3863374684237,0.0,-----,
17,42,46,26,0,570.081932795629,0.0,-----,
